keyword,target_page,page_type,state_slug,state_name,game_family_slug,game_name,session_slug,primary_intent,backlink_intent,page_importance_score,intent_match_score,competition_tier,competition_score,ranking_opportunity_score,backlink_value_score,priority_score,opportunity_tier,backlink_priority_tier,monthly_searches,difficulty,cpc,metrics_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ranking_signal,needs_data_fields
pennsylvania powerball double play winning numbers,/states/pa/powerball-double-play,game_family,pa,Pennsylvania,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania powerball past results,/states/pa/powerball,game_family,pa,Pennsylvania,powerball,Powerball,,historical,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania powerball results,/states/pa/powerball,game_family,pa,Pennsylvania,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania powerball winning numbers,/states/pa/powerball,game_family,pa,Pennsylvania,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play numbers today,/states/nj/powerball-double-play,game_family,nj,New Jersey,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play numbers today,/states/pa/powerball-double-play,game_family,pa,Pennsylvania,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play numbers today,/states/pr/powerball-double-play,game_family,pr,Puerto Rico,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play results,/states/nj/powerball-double-play,game_family,nj,New Jersey,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play results,/states/pa/powerball-double-play,game_family,pa,Pennsylvania,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play results,/states/pr/powerball-double-play,game_family,pr,Puerto Rico,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play winning numbers,/states/nj/powerball-double-play,game_family,nj,New Jersey,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play winning numbers,/states/pa/powerball-double-play,game_family,pa,Pennsylvania,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball double play winning numbers,/states/pr/powerball-double-play,game_family,pr,Puerto Rico,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball numbers today,/states/nj/powerball,game_family,nj,New Jersey,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball numbers today,/states/pa/powerball,game_family,pa,Pennsylvania,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball numbers today,/states/pr/powerball,game_family,pr,Puerto Rico,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
powerball results,/states/nj/powerball,game_family,nj,New Jersey,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,500000,needs data,0.13-0.37 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
powerball results,/states/pa/powerball,game_family,pa,Pennsylvania,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,500000,needs data,0.13-0.37 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
powerball results,/states/pr/powerball,game_family,pr,Puerto Rico,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,500000,needs data,0.13-0.37 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
powerball winning numbers,/states/nj/powerball,game_family,nj,New Jersey,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,5000000,needs data,0.09-0.40 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
powerball winning numbers,/states/pa/powerball,game_family,pa,Pennsylvania,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,5000000,needs data,0.09-0.40 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
powerball winning numbers,/states/pr/powerball,game_family,pr,Puerto Rico,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,5000000,needs data,0.09-0.40 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
puerto rico powerball double play past results,/states/pr/powerball-double-play,game_family,pr,Puerto Rico,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
puerto rico powerball double play results,/states/pr/powerball-double-play,game_family,pr,Puerto Rico,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
puerto rico powerball double play winning numbers,/states/pr/powerball-double-play,game_family,pr,Puerto Rico,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
puerto rico powerball past results,/states/pr/powerball,game_family,pr,Puerto Rico,powerball,Powerball,,historical,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
puerto rico powerball results,/states/pr/powerball,game_family,pr,Puerto Rico,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
puerto rico powerball winning numbers,/states/pr/powerball,game_family,pr,Puerto Rico,powerball,Powerball,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
texas lottery games,/states/tx,state,tx,Texas,,,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
texas lottery numbers,/states/tx,state,tx,Texas,,,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,50000,needs data,needs data,keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|cpc|search_console
texas lottery past results,/states/tx,state,tx,Texas,,,,historical,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
texas lottery results,/states/tx,state,tx,Texas,,,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,500000,needs data,needs data,keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|cpc|search_console
texas lottery results today,/states/tx,state,tx,Texas,,,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
texas winning numbers,/states/tx,state,tx,Texas,,,,informational,commercial/backlink target,90,92,MEDIUM,62,50,74.4,75.86,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
florida lottery games,/states/fl,state,fl,Florida,,,,informational,commercial/backlink target,89,92,MEDIUM,62,50,73.7,75.46,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
florida lottery numbers,/states/fl,state,fl,Florida,,,,informational,commercial/backlink target,89,92,MEDIUM,62,50,73.7,75.46,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
florida lottery past results,/states/fl,state,fl,Florida,,,,historical,commercial/backlink target,89,92,MEDIUM,62,50,73.7,75.46,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
florida lottery results,/states/fl,state,fl,Florida,,,,informational,commercial/backlink target,89,92,MEDIUM,62,50,73.7,75.46,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
florida lottery results today,/states/fl,state,fl,Florida,,,,informational,commercial/backlink target,89,92,MEDIUM,62,50,73.7,75.46,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
georgia mega millions past results,/states/ga/mega-millions,game_family,ga,Georgia,mega-millions,Mega Millions,,historical,commercial/backlink target,89,92,MEDIUM,62,50,73.7,75.46,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
